,0,1,2,3
0,2,0,0,0
1,2,0,0,0
2,2,0,0,0
3,2,1,0,0
4,1,0,0,0
5,3,0,0,0
6,2,0,0,0
7,1,0,0,0
8,1,0,0,0
9,3,0,0,0
10,1,0,0,0
11,1,0,0,0
12,0,0,1,0
13,2,0,0,0
14,1,0,0,0
15,2,0,1,0
16,2,0,0,0
17,2,0,0,0
18,2,0,1,0
19,1,0,0,0
20,3,0,0,0
21,1,0,0,0
22,4,0,0,0
23,3,0,0,0
24,2,0,0,0
25,1,0,0,0
26,1,0,0,0
27,3,0,0,0
28,1,0,0,0
29,3,0,0,0
30,0,0,1,0
31,2,0,0,0
32,1,0,0,0
33,6,0,1,0
34,4,0,0,0
35,3,0,0,0
36,2,0,0,0
37,1,0,0,0
38,3,0,0,0
39,3,0,0,0
40,3,0,0,0
41,3,0,0,0
42,2,0,0,0
43,2,0,0,0
44,1,0,0,0
45,2,0,0,0
46,1,0,0,0
47,1,0,0,0
48,2,0,1,0
49,3,1,0,1
50,1,0,0,0
51,2,0,0,0
52,2,0,1,1
53,2,0,0,0
54,2,0,0,0
55,2,0,0,0
56,4,0,0,1
57,1,0,0,0
58,1,0,0,0
59,1,0,0,0
60,1,0,0,0
61,1,0,1,0
62,3,0,0,0
63,9,0,0,1
64,1,0,0,0
65,1,0,0,0
66,2,0,0,0
67,2,0,0,0
68,3,0,0,0
69,2,0,0,0
70,5,0,0,0
71,7,0,0,0
72,4,0,0,0
73,2,0,0,0
74,2,0,0,0
75,2,0,0,0
76,2,0,0,0
77,2,0,0,0
78,2,0,0,0
79,3,0,0,0
80,2,0,0,0
81,2,0,0,0
82,2,0,0,0
83,2,0,0,0
84,2,0,0,0
85,2,0,0,0
86,2,0,0,0
87,2,0,0,0
88,2,0,0,0
89,2,0,0,0
90,2,0,0,0
91,2,0,0,0
92,2,0,0,0
93,2,0,0,0
94,2,0,0,0
95,3,0,0,0
96,1,0,0,0
97,2,0,0,0
98,2,0,0,0
99,3,0,0,0
100,1,0,0,0
101,2,0,0,0
102,2,0,0,0
103,2,0,0,0
104,1,0,0,0
105,4,0,0,0
106,3,0,0,1
107,3,0,0,0
108,5,0,0,0
109,2,0,0,0
110,5,0,0,0
111,1,0,0,0
112,4,0,0,0
113,5,0,0,0
114,3,0,0,0
115,4,0,0,0
116,2,0,0,0
117,7,0,1,1
118,1,0,0,0
119,5,0,0,0
120,4,0,0,0
121,2,0,0,0
122,4,0,0,0
123,2,0,0,0
124,2,0,0,0
125,4,0,0,0
126,1,0,0,0
127,4,0,0,0
128,4,0,0,0
129,5,0,0,0
130,1,1,0,0
131,2,0,0,0
132,2,1,0,0
133,3,0,0,0
134,4,1,0,0
135,2,0,0,0
136,2,0,0,0
137,2,0,0,0
138,2,0,0,0
139,1,0,0,0
140,6,1,0,0
141,1,0,0,0
142,2,0,0,0
143,2,0,0,0
144,4,0,0,0
145,1,0,0,0
146,2,0,0,0
147,2,0,0,0
148,2,0,0,0
149,3,0,0,0
150,3,1,0,0
151,2,0,0,0
152,5,0,0,0
153,2,1,0,0
154,2,0,0,0
155,3,0,1,1
156,2,0,0,0
157,2,0,0,0
158,1,0,0,0
159,5,0,0,0
160,2,1,0,0
161,2,0,0,0
162,2,0,0,0
163,2,0,0,0
164,1,0,0,0
165,2,1,0,0
166,3,0,0,0
167,1,0,0,0
168,1,0,0,0
169,2,0,0,0
170,1,0,0,0
171,2,0,0,0
172,1,0,0,0
173,1,0,0,0
174,2,0,0,0
175,2,0,0,0
176,2,0,0,0
177,2,0,0,0
178,2,0,0,0
179,2,0,0,0
180,2,0,2,0
181,9,0,1,0
182,3,0,0,0
183,2,0,0,0
184,2,0,0,0
185,2,0,1,0
186,2,0,0,0
187,2,0,0,0
188,2,0,0,0
189,2,0,0,0
190,2,0,0,0
191,3,0,0,0
192,2,0,0,0
193,2,0,0,0
194,1,0,0,0
195,1,1,0,0
196,2,0,0,0
197,4,0,0,0
198,2,1,0,0
199,2,0,0,0
200,4,0,0,0
201,2,0,0,0
202,2,0,0,0
203,2,0,0,0
204,7,0,1,0
205,3,0,0,0
206,2,0,0,0
207,5,1,1,0
208,4,1,0,0
209,2,0,0,0
210,2,0,0,0
211,1,0,0,0
212,2,1,0,0
213,1,0,0,0
214,3,0,0,0
215,1,0,0,0
216,2,0,0,0
217,1,0,0,0
218,3,0,0,0
219,7,0,1,0
220,2,0,0,0
221,3,0,0,0
222,1,0,0,0
223,2,0,0,0
224,2,0,0,0
225,2,0,0,0
226,1,0,0,0
227,2,0,0,0
228,4,0,0,0
229,3,0,0,0
230,1,0,0,0
231,1,0,0,0
232,6,0,1,0
233,2,0,0,0
234,2,0,0,0
235,1,0,0,0
236,1,0,0,0
237,3,0,0,0
238,3,0,0,0
239,3,0,0,0
240,1,0,0,0
241,4,0,1,0
242,5,0,1,0
243,1,0,0,0
244,1,0,0,0
245,2,0,0,0
246,3,0,1,0
247,1,0,0,0
248,4,0,0,0
249,3,0,1,0
250,1,0,0,0
251,1,0,0,0
252,1,0,0,0
253,3,0,1,0
254,3,0,0,0
255,2,0,0,0
256,1,0,0,0
257,2,0,0,0
258,2,0,0,0
259,2,0,0,0
260,4,1,1,0
261,2,0,0,0
262,1,0,0,0
263,1,0,0,0
264,6,0,1,0
265,1,0,0,0
