,0,1
0,100053292,11817952
1,100053292,330514618
2,10015926,109122228
3,10015926,164544258
4,10015926,21286357
5,100171465,158132346
6,100171465,164036175
7,100171465,243968173
8,100171465,282381791
9,100171465,363914963
10,100171465,367173135
11,100171465,379894717
12,100171465,396268398
13,100171465,43301915
14,100171465,54269047
15,100171465,62766265
16,100171465,65842371
17,100171465,9764933
18,100183687,112266519
19,100183687,130614898
20,100183687,179868078
21,100183687,180382928
22,100183687,306593949
23,100183687,321646366
24,100183687,332351502
25,100183687,82696595
26,100183687,98572065
27,100184380,255098045
28,100184380,256259073
29,100184380,262902110
30,100184380,386120298
31,100184380,39714795
32,100184380,98113284
33,100226515,170712325
34,100226515,247100905
35,100226515,250781249
36,100226515,36939135
37,100226515,386288949
38,100226515,394244040
39,100226515,81872159
40,100234519,232973915
41,100234519,289446467
42,100234519,315753470
43,100234519,348031750
44,100234519,45027829
45,100234519,66440021
46,100260715,129834592
47,100260715,131736199
48,100260715,136328778
49,100260715,139296294
50,100260715,152731187
51,100260715,195684081
52,100260715,24053443
53,100260715,267076623
54,100260715,270238202
55,100260715,29694968
56,100260715,398984693
57,100260715,52848794
58,100260715,91590209
59,100299556,3063523
60,100299556,314276590
61,100299556,80899178
62,100306783,26257938
63,100397503,132568395
64,100397503,135047954
65,100397503,137332999
66,100397503,150996707
67,100397503,159911322
68,100397503,166514875
69,100397503,177485353
70,100397503,178365755
71,100397503,191638063
72,100397503,220328307
73,100397503,246711189
74,100397503,25467407
75,100397503,28363357
76,100397503,291783068
77,100397503,304272045
78,100397503,319113962
79,100397503,325662462
80,100397503,36138338
81,100397503,366177812
82,100397503,376140604
83,100397503,379091261
84,100397503,385678713
85,100397503,43249679
86,100397503,46214666
87,100397503,46506126
88,100397503,69270531
89,100397503,90306958
90,100422676,104646934
91,100422676,175957404
92,100422676,185519363
93,100422676,186566713
94,100422676,233428718
95,100422676,246602646
96,100422676,261916960
97,100422676,28272925
98,100422676,288227929
99,100422676,317399845
100,100422676,323268929
101,100422676,366043029
102,100422676,65545366
103,100422676,71099661
104,100422676,93110474
105,100422676,99949384
106,100437016,36161931
107,100437016,389487784
108,100442521,115912588
109,100442521,117987291
110,100442521,122781412
111,100442521,12722126
112,100442521,127819102
113,100442521,131846345
114,100442521,143436700
115,100442521,149542640
116,100442521,169674678
117,100442521,173804528
118,100442521,173949020
119,100442521,187220098
120,100442521,19544094
121,100442521,196338650
122,100442521,198950265
123,100442521,220436274
124,100442521,223167963
125,100442521,233894877
126,100442521,234530675
127,100442521,240419196
128,100442521,240863869
129,100442521,241828614
130,100442521,244784735
131,100442521,252685095
132,100442521,26765082
133,100442521,271260259
134,100442521,293837716
135,100442521,299132813
136,100442521,304159212
137,100442521,306881846
138,100442521,324245021
139,100442521,325446489
140,100442521,329640198
141,100442521,330941035
142,100442521,336449474
143,100442521,339525153
144,100442521,340175205
145,100442521,352422632
146,100442521,362002225
147,100442521,365507809
148,100442521,367232100
149,100442521,372041476
150,100442521,377700216
151,100442521,382674723
152,100442521,385591749
153,100442521,38826745
154,100442521,391159976
155,100442521,392554292
156,100442521,396744851
157,100442521,41882132
158,100442521,43659511
159,100442521,49896635
160,100442521,55191413
161,100442521,55819318
162,100442521,76835259
163,100442521,85464552
164,100442521,87030081
165,100442521,92324342
166,100442521,93330068
167,100459579,220268312
168,100459579,317166299
169,100484530,195722148
170,10048896,249650324
171,100521298,86447841
172,100692286,179394815
173,100692286,219190080
174,100692286,235649440
175,100692286,67358578
176,10071111,60929282
177,100724935,143570416
178,100724935,206648043
179,100724935,231407965
180,100724935,245752011
181,100724935,246919836
182,100724935,257320363
183,100724935,264728899
184,100724935,289562674
185,100724935,308514966
186,100724935,318966276
187,100724935,33529501
188,100724935,335387101
189,100724935,350285233
190,100724935,357040073
191,100724935,402968701
192,100724935,56362723
193,100743346,159891668
194,100743346,189859986
195,100764607,181630953
196,100764607,311674876
197,100773760,193249196
198,100786999,65491482
199,100797178,58323824
200,100852879,16652948
201,100852879,206021803
202,100852879,219094823
203,100852879,242815801
204,100852879,276156276
205,100852879,300828545
206,100852879,357222239
207,100852879,361693480
208,100852879,367953798
209,100852879,70008342
210,10087950,149517272
211,100897291,125666923
212,100897291,126980096
213,100897291,135918115
214,100897291,136444548
215,100897291,174702907
216,100897291,187238763
217,100897291,19604592
218,100897291,21393422
219,100897291,226830765
220,100897291,245729061
221,100897291,24672643
222,100897291,270787747
223,100897291,304327136
224,100897291,306435207
225,100897291,385397500
226,100897291,388998815
227,100897291,393969016
228,100897291,87924536
229,100937545,33111763
230,100975792,194950796
231,100975792,255175983
232,101033902,118410040
233,101105140,186911806
234,101105140,224523986
235,101105140,385241743
236,101157205,338353238
237,101187220,2323277
238,101235535,119220634
239,101235535,124817334
240,101235535,13315403
241,101235535,143542843
242,101235535,156511379
243,101235535,169946393
244,101235535,188946349
245,101235535,20543429
246,101235535,22545960
247,101235535,231561947
248,101235535,262876222
249,101235535,317450731
250,101235535,367282888
251,101235535,399803015
252,101235535,57197019
253,101245648,330887212
254,101260069,57661436
255,101273782,105908167
256,101273782,113984219
257,101273782,118835036
258,101273782,136718287
259,101273782,209402935
260,101273782,262584781
261,101273782,264091582
262,101273782,270048691
263,101273782,281928588
264,101273782,329119316
265,101273782,336936424
266,101273782,37035424
267,101273782,378381817
268,101273782,395533662
269,101273782,52355378
270,101273782,62677453
271,101273782,80303891
272,101289766,141878418
273,101289766,21540020
274,1012927,350199655
275,1012927,368173674
276,1012927,383550578
277,10129914,183562502
278,10129914,196843811
279,10129914,249618450
280,101307571,366690221
281,101321698,248241836
282,101321698,333957094
283,101364343,123601142
284,101364343,139021395
285,101364343,139479984
286,101364343,168288664
287,101364343,19480102
288,101364343,309827256
289,101364343,335961429
290,101364343,338344506
291,101364343,40511134
292,101364343,9088334
293,101364343,95171692
294,101385490,128215768
295,101385490,173973797
296,101385490,19480102
297,101385490,335961429
298,101385490,363154524
299,101385490,80796732
300,101414767,93477395
301,101427283,211508038
302,101427283,343072184
303,101427283,39622653
304,101452387,148662576
305,101452387,227300666
306,101452387,398709303
307,101459920,334455000
308,101459920,380212100
309,101459920,63291396
310,101463307,24688305
311,101463307,284285814
312,101463307,388998815
313,101463307,48399749
314,101473477,133718123
315,101473477,141964754
316,101473477,142719475
317,101473477,169131670
318,101473477,343447512
319,101473477,353091103
320,101473477,60150850
321,101476051,107093512
322,101480065,262155438
323,101490976,183127091
324,101490976,20517910
325,101505955,1875758
326,101505955,214685718
327,101505955,79650964
328,101577352,32497026
329,101680957,1006140
330,101680957,109339425
331,101680957,124745446
332,101680957,130063843
333,101680957,166213567
334,101680957,183601639
335,101680957,224805315
336,101680957,226338687
337,101680957,232724685
338,101680957,237482048
339,101680957,253187633
340,101680957,263388494
341,101680957,267063137
342,101680957,285934912
343,101680957,308066153
344,101680957,324348831
345,101680957,340301313
346,101680957,344386368
347,101680957,344774911
348,101680957,345647256
349,101680957,353181987
350,101680957,374213691
351,101680957,397053113
352,101680957,52222250
353,101680957,52250369
354,101680957,81145520
355,101680957,81169130
356,101680957,89635354
357,101680957,90174898
358,101680957,95249420
359,101721790,224523986
360,101725552,116746858
361,101725552,259937302
362,101725552,32471407
363,101725552,347745633
364,101785678,107759222
365,101785678,139070258
366,101785678,15033179
367,101785678,162970963
368,101785678,17917546
369,101785678,198923706
370,101785678,212705658
371,101785678,231770071
372,101785678,296751981
373,101785678,305635498
374,101785678,323202504
375,101785678,357132562
376,101785678,363652756
377,101785678,389027037
378,101785678,397629720
379,101785678,50348724
380,101785678,89178385
381,101818222,203181587
382,101818222,235148804
383,101818222,375607143
384,101823100,115558220
385,101823100,11783566
386,101823100,121799578
387,101823100,168704882
388,101823100,172056435
389,101823100,197209399
390,101823100,23883004
391,101823100,241410485
392,101823100,306864817
393,101823100,333257463
394,101823100,337760373
395,101823100,80784169
396,101823100,9804107
397,10183599,184766460
398,10183599,351493886
399,10183599,40848468
400,10183599,67001527
401,101970481,351332262
402,101970481,46778677
403,101970481,57673721
404,101970481,98952841
405,101982247,154250876
406,101982247,189865682
407,101982247,225021306
408,101982247,297317211
409,101982247,331737897
410,101982646,136705091
411,102033883,240251806
412,10205736,258552506
413,102079825,176570808
414,102105235,116247903
415,102115747,220467209
416,102115747,316406935
417,102115747,379376739
418,102115747,3858228
419,102115747,47726888
420,10216314,70507645
421,102170866,187234778
422,102196810,74977824
423,102196810,85404073
424,102213124,10863890
425,102213124,112592229
426,102213124,113312329
427,102213124,124908113
428,102213124,219201737
429,102213124,268099848
430,102213124,30775782
431,102213124,91769846
432,10222665,374030602
433,102229108,268511733
434,102229108,298990147
435,102275929,142593156
436,102275929,191055745
