,0,1,2,3,4
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
5,0,0,0,0,0
6,2,0,0,0,2
7,1,0,0,0,1
8,0,0,0,0,0
9,3,0,0,0,3
10,0,0,0,0,0
11,0,0,0,0,0
12,0,0,0,0,0
13,2,0,0,0,2
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,2,0,0,0,2
18,0,0,1,0,1
19,1,0,0,0,1
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,2,0,0,0,2
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,1,0,1
31,2,0,0,0,2
32,0,0,0,0,0
33,0,0,1,0,1
34,0,0,0,0,0
35,3,0,0,0,3
36,0,0,0,0,0
37,0,0,0,0,0
38,0,0,0,0,0
39,3,0,0,0,3
40,3,0,0,0,3
41,3,0,0,0,3
42,2,0,0,0,2
43,2,0,0,0,2
44,1,0,0,0,1
45,2,0,0,0,2
46,1,0,0,0,1
47,1,0,0,0,1
48,2,0,1,0,3
49,0,0,0,0,0
50,0,0,0,0,0
51,0,0,0,0,0
52,2,0,1,1,4
53,2,0,0,0,2
54,2,0,0,0,2
55,2,0,0,0,2
56,0,0,0,0,0
57,0,0,0,0,0
58,0,0,0,0,0
59,1,0,0,0,1
60,0,0,0,0,0
61,1,0,1,0,2
62,3,0,0,0,3
63,9,0,0,1,10
64,1,0,0,0,1
65,1,0,0,0,1
66,0,0,0,0,0
67,0,0,0,0,0
68,0,0,0,0,0
69,0,0,0,0,0
70,0,0,0,0,0
71,0,0,0,0,0
72,0,0,0,0,0
73,0,0,0,0,0
74,0,0,0,0,0
75,0,0,0,0,0
76,0,0,0,0,0
77,0,0,0,0,0
78,0,0,0,0,0
79,0,0,0,0,0
80,0,0,0,0,0
81,0,0,0,0,0
82,0,0,0,0,0
83,0,0,0,0,0
84,0,0,0,0,0
85,0,0,0,0,0
86,0,0,0,0,0
87,0,0,0,0,0
88,0,0,0,0,0
89,0,0,0,0,0
90,0,0,0,0,0
91,0,0,0,0,0
92,0,0,0,0,0
93,0,0,0,0,0
94,0,0,0,0,0
95,0,0,0,0,0
96,1,0,0,0,1
97,0,0,0,0,0
98,0,0,0,0,0
99,0,0,0,0,0
100,0,0,0,0,0
101,0,0,0,0,0
102,0,0,0,0,0
103,0,0,0,0,0
104,0,0,0,0,0
105,4,0,0,0,4
106,3,0,0,1,4
107,3,0,0,0,3
108,0,0,0,0,0
109,0,0,0,0,0
110,5,0,0,0,5
111,1,0,0,0,1
112,4,0,0,0,4
113,5,0,0,0,5
114,3,0,0,0,3
115,4,0,0,0,4
116,2,0,0,0,2
117,7,0,1,1,9
118,1,0,0,0,1
119,5,0,0,0,5
120,1,0,0,0,1
121,0,0,0,0,0
122,1,0,0,0,1
123,1,0,0,0,1
124,0,0,0,0,0
125,0,0,0,0,0
126,0,0,0,0,0
127,0,0,0,0,0
128,0,0,0,0,0
129,0,0,0,0,0
130,1,1,0,0,2
131,0,0,0,0,0
132,2,1,0,0,3
133,3,0,0,0,3
134,4,1,0,0,5
135,2,0,0,0,2
136,0,0,0,0,0
137,2,0,0,0,2
138,2,0,0,0,2
139,0,0,0,0,0
140,6,1,0,0,7
141,1,0,0,0,1
142,2,0,0,0,2
143,0,0,0,0,0
144,4,0,0,0,4
145,0,0,0,0,0
146,2,0,0,0,2
147,0,0,0,0,0
148,2,0,0,0,2
149,3,0,0,0,3
150,3,1,0,0,4
151,2,0,0,0,2
152,0,0,0,0,0
153,2,1,0,0,3
154,2,0,0,0,2
155,0,0,0,0,0
156,2,0,0,0,2
157,0,0,0,0,0
158,1,0,0,0,1
159,5,0,0,0,5
160,2,1,0,0,3
161,2,0,0,0,2
162,0,0,0,0,0
163,0,0,0,0,0
164,1,0,0,0,1
165,2,1,0,0,3
166,0,0,0,0,0
167,1,0,0,0,1
168,1,0,0,0,1
169,1,0,0,0,1
170,1,0,0,0,1
171,2,0,0,0,2
172,1,0,0,0,1
173,1,0,0,0,1
174,0,0,0,0,0
175,0,0,0,0,0
176,0,0,0,0,0
177,0,0,0,0,0
178,0,0,0,0,0
179,0,0,0,0,0
180,0,0,0,0,0
181,5,0,1,0,6
182,0,0,0,0,0
183,2,0,0,0,2
184,0,0,0,0,0
185,2,0,1,0,3
186,0,0,0,0,0
187,0,0,0,0,0
188,0,0,0,0,0
189,0,0,0,0,0
190,0,0,0,0,0
191,0,0,0,0,0
192,0,0,0,0,0
193,2,0,0,0,2
194,1,0,0,0,1
195,0,0,0,0,0
196,0,0,0,0,0
197,0,0,0,0,0
198,0,0,0,0,0
199,0,0,0,0,0
200,0,0,0,0,0
201,0,0,0,0,0
202,2,0,0,0,2
203,2,0,0,0,2
204,2,0,0,0,2
205,0,0,0,0,0
206,0,0,0,0,0
207,1,0,0,0,1
208,3,0,0,0,3
209,2,0,0,0,2
210,0,0,0,0,0
211,1,0,0,0,1
212,0,0,0,0,0
213,0,0,0,0,0
214,0,0,0,0,0
215,1,0,0,0,1
216,2,0,0,0,2
217,1,0,0,0,1
218,0,0,0,0,0
219,0,0,0,0,0
220,2,0,0,0,2
221,0,0,0,0,0
222,0,0,0,0,0
223,2,0,0,0,2
224,0,0,0,0,0
225,0,0,0,0,0
226,0,0,0,0,0
227,0,0,0,0,0
228,0,0,0,0,0
229,0,0,0,0,0
230,0,0,0,0,0
231,1,0,0,0,1
232,0,0,0,0,0
233,0,0,0,0,0
234,0,0,0,0,0
235,0,0,0,0,0
236,0,0,0,0,0
237,0,0,0,0,0
238,0,0,0,0,0
239,3,0,0,0,3
240,0,0,0,0,0
241,0,0,0,0,0
242,0,0,0,0,0
243,0,0,0,0,0
244,0,0,0,0,0
245,0,0,0,0,0
246,0,0,0,0,0
247,1,0,0,0,1
248,0,0,0,0,0
249,3,0,1,0,4
250,0,0,0,0,0
251,0,0,0,0,0
252,0,0,0,0,0
253,0,0,0,0,0
254,0,0,0,0,0
255,0,0,0,0,0
256,1,0,0,0,1
257,2,0,0,0,2
258,0,0,0,0,0
259,0,0,0,0,0
260,0,0,0,0,0
261,0,0,0,0,0
262,1,0,0,0,1
263,1,0,0,0,1
264,0,0,0,0,0
265,0,0,0,0,0
266,0,0,0,0,0
267,0,0,0,0,0
268,9,0,0,1,10
269,0,0,0,0,0
270,0,0,0,0,0
271,1,0,0,0,1
272,0,0,0,0,0
273,0,0,0,0,0
274,0,0,0,0,0
275,2,0,0,0,2
276,1,0,0,0,1
277,10,0,2,0,12
278,0,0,0,0,0
279,3,0,1,0,4
280,1,0,0,0,1
281,3,0,0,0,3
282,2,0,0,0,2
283,1,0,0,0,1
284,6,0,1,1,8
285,3,0,0,0,3
286,0,0,0,0,0
287,5,0,1,1,7
288,2,0,0,0,2
289,1,0,0,0,1
290,0,0,0,0,0
291,0,0,0,0,0
292,2,0,0,0,2
293,2,0,0,0,2
294,2,0,1,2,5
295,3,0,1,0,4
296,0,0,0,0,0
297,2,0,0,0,2
298,0,0,0,0,0
299,3,0,1,0,4
300,6,0,1,0,7
301,1,0,1,2,4
302,2,0,0,0,2
303,2,0,0,0,2
304,0,0,0,0,0
305,0,0,0,0,0
306,3,0,0,0,3
307,0,0,0,0,0
308,0,0,0,0,0
309,0,0,0,0,0
310,0,0,0,0,0
311,0,0,0,0,0
312,0,0,0,0,0
313,3,0,0,0,3
314,0,0,0,0,0
315,0,0,0,0,0
316,0,0,0,0,0
317,0,0,0,0,0
318,4,0,0,0,4
319,1,0,0,0,1
320,0,0,0,0,0
321,0,0,0,0,0
322,0,0,0,0,0
323,0,0,0,0,0
324,0,0,0,0,0
325,0,0,0,0,0
326,0,0,0,0,0
327,0,0,0,0,0
328,3,0,0,0,3
329,0,0,0,0,0
330,0,0,0,0,0
331,2,0,0,0,2
332,0,0,0,0,0
333,0,0,0,0,0
334,0,0,0,0,0
335,0,0,0,0,0
336,2,1,0,0,3
337,0,0,0,0,0
338,1,0,0,0,1
339,5,1,0,0,6
340,0,0,0,0,0
341,0,0,0,0,0
342,1,0,0,0,1
343,0,0,0,0,0
344,3,0,0,0,3
345,1,0,0,0,1
346,3,0,0,0,3
347,1,1,0,0,2
348,0,0,0,0,0
349,0,0,0,0,0
350,2,1,0,0,3
351,3,0,0,0,3
352,0,0,0,0,0
353,0,0,0,0,0
354,3,0,0,0,3
355,1,0,0,0,1
356,0,0,0,0,0
357,0,0,0,0,0
358,0,0,0,0,0
359,4,0,0,0,4
360,0,0,0,0,0
361,0,0,0,0,0
362,0,0,0,0,0
363,0,0,0,0,0
364,2,0,0,0,2
365,0,0,0,0,0
366,0,0,0,0,0
367,2,0,1,0,3
368,0,0,0,0,0
369,0,0,0,0,0
370,0,0,0,0,0
371,0,0,0,0,0
372,0,0,0,0,0
373,0,0,0,0,0
374,0,0,0,0,0
375,2,0,0,0,2
376,1,0,0,0,1
377,0,0,0,0,0
378,1,0,0,0,1
379,1,0,0,0,1
380,1,0,0,0,1
