,0,1,2,3,4
0,0,0,0,0,0
1,1,0,0,0,1
2,0,0,0,0,0
3,2,0,0,0,2
4,2,0,0,0,2
5,4,0,0,0,4
6,0,0,0,0,0
7,0,0,0,0,0
8,0,0,0,0,0
9,0,0,0,0,0
10,0,0,0,0,0
11,0,0,0,0,0
12,0,0,0,0,0
13,0,0,0,0,0
14,2,0,0,0,2
15,0,0,0,0,0
16,5,0,0,0,5
17,1,0,0,0,1
18,1,0,1,0,2
19,1,0,0,0,1
20,4,0,0,0,4
21,0,0,0,0,0
22,0,0,0,0,0
23,3,0,1,0,4
24,0,0,0,0,0
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,0,0,0
31,0,0,0,0,0
32,2,0,0,0,2
33,0,0,0,0,0
34,0,0,0,0,0
35,0,0,0,0,0
36,2,0,0,0,2
37,0,0,0,0,0
38,2,0,0,0,2
39,0,0,0,0,0
40,0,0,0,0,0
41,2,0,0,0,2
42,2,0,0,0,2
43,2,0,0,0,2
44,2,0,0,0,2
45,1,0,0,0,1
46,2,0,0,0,2
47,2,0,0,0,2
48,2,0,0,0,2
49,2,0,0,0,2
50,1,0,0,0,1
51,2,0,0,0,2
52,0,0,0,0,0
53,0,0,0,0,0
54,2,0,0,0,2
55,2,0,0,0,2
56,3,0,0,0,3
57,4,0,0,0,4
58,3,0,0,0,3
59,1,0,0,0,1
60,2,0,0,0,2
61,2,0,0,0,2
62,1,0,0,0,1
63,2,0,0,0,2
64,1,0,0,0,1
65,1,0,0,0,1
66,3,0,0,0,3
67,2,0,0,0,2
68,3,0,0,0,3
69,3,0,0,0,3
70,3,0,0,0,3
71,1,0,0,0,1
72,2,0,0,0,2
73,0,0,0,0,0
74,4,0,0,0,4
75,3,0,0,0,3
76,2,0,0,0,2
77,0,0,0,0,0
78,0,0,0,0,0
79,2,0,0,0,2
80,2,0,0,0,2
81,0,0,0,0,0
82,0,0,0,0,0
83,1,0,0,0,1
84,3,1,0,0,4
85,0,0,0,0,0
86,3,0,0,0,3
87,0,0,0,0,0
88,0,0,0,0,0
89,1,0,0,0,1
90,0,0,0,0,0
91,0,0,0,0,0
92,2,0,0,0,2
93,2,0,0,0,2
94,2,0,0,0,2
95,2,0,0,0,2
96,4,0,0,0,4
97,2,0,0,0,2
98,0,0,0,0,0
99,2,0,0,0,2
100,0,0,0,0,0
101,4,0,0,0,4
102,1,0,0,0,1
103,2,0,0,0,2
104,0,0,0,0,0
105,1,1,0,0,2
106,5,0,0,0,5
107,2,0,0,0,2
108,2,0,0,0,2
109,1,1,0,0,2
110,1,0,0,0,1
111,8,1,1,0,10
112,5,1,0,0,6
113,6,1,1,0,8
114,3,0,0,0,3
115,1,0,0,0,1
116,2,0,0,0,2
117,0,0,0,0,0
118,0,0,0,0,0
119,0,0,0,0,0
120,0,0,0,0,0
121,0,0,0,0,0
122,0,0,0,0,0
123,0,0,0,0,0
124,1,0,0,0,1
125,2,0,0,0,2
126,2,0,0,0,2
127,2,0,0,0,2
128,5,0,0,1,6
129,2,0,0,0,2
130,4,0,0,0,4
131,2,0,0,0,2
132,0,0,0,0,0
133,0,0,0,0,0
134,0,0,0,0,0
135,0,0,0,0,0
136,0,0,0,0,0
137,2,0,0,0,2
138,0,0,0,0,0
139,0,0,0,0,0
140,0,0,0,0,0
141,0,0,0,0,0
142,0,0,0,0,0
143,2,0,0,0,2
144,2,0,1,0,3
145,3,0,0,0,3
146,2,0,0,0,2
147,2,0,0,0,2
148,2,0,0,0,2
149,2,0,0,0,2
150,2,0,0,0,2
151,5,0,1,0,6
152,2,0,0,0,2
153,2,0,0,0,2
154,1,0,0,0,1
155,2,0,0,0,2
156,1,0,0,0,1
157,1,0,1,0,2
158,0,0,0,0,0
159,1,0,0,0,1
160,0,0,0,0,0
161,0,0,0,0,0
162,0,0,0,0,0
163,0,0,0,0,0
164,0,0,0,0,0
165,3,0,0,0,3
166,0,0,0,0,0
167,0,0,0,0,0
168,0,0,0,0,0
169,3,0,0,0,3
170,3,0,1,0,4
171,0,0,0,0,0
172,0,0,0,0,0
173,2,0,0,0,2
174,2,0,0,0,2
175,5,0,1,0,6
176,3,0,0,0,3
177,1,0,0,0,1
178,3,0,1,0,4
179,1,0,0,0,1
180,2,0,0,0,2
181,3,0,0,0,3
182,2,0,0,0,2
183,0,0,0,0,0
184,1,0,0,0,1
185,0,0,0,0,0
186,1,0,0,0,1
187,1,0,0,0,1
188,1,0,0,0,1
189,0,0,0,0,0
190,3,0,1,0,4
191,0,0,0,0,0
192,0,0,0,0,0
193,0,0,0,0,0
194,0,0,0,0,0
195,0,0,0,0,0
196,1,0,1,0,2
197,0,0,0,0,0
198,0,0,0,0,0
199,0,0,0,0,0
200,0,0,0,0,0
201,5,0,1,0,6
202,0,0,0,0,0
203,3,0,1,0,4
204,0,0,0,0,0
205,1,0,0,0,1
206,0,0,0,0,0
207,3,0,0,0,3
208,0,0,0,0,0
209,0,0,0,0,0
210,2,0,0,0,2
211,3,0,1,0,4
212,0,0,0,0,0
213,2,0,0,0,2
214,0,0,0,0,0
215,0,0,0,0,0
216,2,0,0,0,2
217,3,0,0,0,3
218,0,0,0,0,0
219,0,0,0,0,0
220,0,0,0,0,0
221,0,0,0,0,0
222,0,0,0,0,0
223,0,0,0,0,0
224,0,0,0,0,0
225,0,0,0,0,0
226,0,0,0,0,0
227,0,0,0,0,0
228,0,0,0,0,0
229,0,0,0,0,0
230,0,0,0,0,0
231,0,0,0,0,0
232,0,0,0,0,0
233,0,0,0,0,0
234,0,0,0,0,0
235,0,0,0,0,0
236,0,0,0,0,0
237,0,0,0,0,0
238,0,0,0,0,0
239,0,0,0,0,0
240,0,0,0,0,0
241,0,0,0,0,0
242,0,0,0,0,0
243,0,0,0,0,0
244,0,0,0,0,0
245,0,0,0,0,0
246,0,0,0,0,0
247,0,0,0,0,0
248,0,0,0,0,0
249,4,0,0,0,4
250,3,0,0,0,3
251,0,0,0,0,0
252,0,0,0,0,0
253,1,0,0,0,1
254,1,0,0,0,1
255,1,0,0,0,1
256,2,0,0,0,2
257,1,0,0,0,1
258,1,0,0,0,1
259,0,0,0,0,0
260,5,0,0,1,6
261,0,0,0,0,0
262,0,0,0,0,0
263,7,0,0,0,7
264,0,0,0,0,0
265,2,0,0,0,2
266,2,0,0,0,2
267,0,0,0,0,0
268,1,0,0,0,1
269,4,0,0,0,4
270,0,0,0,0,0
271,5,0,0,1,6
272,0,0,0,0,0
273,4,0,0,0,4
274,5,0,0,0,5
275,0,0,0,0,0
276,0,0,0,0,0
277,0,0,0,0,0
278,3,0,0,0,3
279,0,0,0,0,0
280,2,0,0,0,2
281,0,0,0,0,0
282,0,0,0,0,0
283,0,0,0,0,0
284,0,0,0,0,0
285,0,0,0,0,0
286,0,0,0,0,0
287,0,0,0,0,0
288,0,0,0,0,0
289,0,0,0,0,0
290,0,0,0,0,0
291,0,0,0,0,0
292,3,1,0,0,4
293,0,0,0,0,0
294,0,0,0,0,0
295,0,0,0,0,0
296,0,0,0,0,0
297,0,0,0,0,0
298,0,0,0,0,0
299,0,0,0,0,0
300,0,0,0,0,0
301,0,0,0,0,0
302,0,0,0,0,0
303,0,0,0,0,0
304,0,0,0,0,0
305,0,0,0,0,0
306,2,0,0,0,2
307,2,0,1,0,3
308,2,0,1,0,3
309,1,0,0,0,1
310,2,0,0,0,2
311,0,0,0,0,0
312,5,0,0,0,5
313,0,0,0,0,0
314,0,0,0,0,0
315,0,0,0,0,0
316,0,0,0,0,0
317,0,0,0,0,0
318,1,0,0,0,1
319,5,1,0,0,6
320,3,0,0,0,3
321,1,0,0,0,1
322,1,0,0,0,1
323,0,0,0,0,0
324,2,0,0,0,2
325,1,0,0,0,1
326,6,1,0,0,7
327,1,0,0,0,1
328,0,0,0,0,0
329,0,0,0,0,0
330,1,0,0,0,1
331,0,0,0,0,0
332,2,0,1,0,3
333,2,0,0,0,2
334,2,0,0,0,2
335,2,0,1,0,3
336,0,0,0,0,0
337,2,0,0,0,2
338,1,0,0,0,1
339,0,0,0,0,0
340,2,0,0,0,2
341,2,0,0,0,2
342,0,0,0,0,0
343,2,0,0,0,2
344,2,0,0,0,2
345,0,0,0,0,0
346,4,0,1,0,5
