,0,1,2,3,4
0,0,0,0,0,0
1,0,0,0,0,0
2,2,0,0,0,2
3,3,0,0,0,3
4,6,0,0,0,6
5,10,1,0,0,11
6,6,0,0,0,6
7,2,0,0,0,2
8,4,0,0,0,4
9,10,1,0,0,11
10,4,0,0,0,4
11,2,0,0,0,2
12,0,0,0,0,0
13,0,0,0,0,0
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,1,0,0,0,1
18,2,0,0,0,2
19,1,0,0,0,1
20,2,0,0,0,2
21,1,0,0,0,1
22,1,0,0,0,1
23,1,0,0,0,1
24,4,0,0,0,4
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,0,0,0
31,0,0,0,0,0
32,0,0,0,0,0
33,0,0,0,0,0
34,0,0,0,0,0
35,0,0,0,0,0
36,2,0,1,0,3
37,0,0,0,0,0
38,0,0,0,0,0
39,0,0,0,0,0
40,0,0,0,0,0
41,0,0,0,0,0
42,0,0,0,0,0
43,2,0,0,0,2
44,2,0,0,0,2
45,2,0,0,0,2
46,4,1,0,0,5
47,2,0,0,0,2
48,2,0,0,0,2
49,2,0,0,0,2
50,2,0,0,0,2
51,2,0,0,0,2
52,2,0,0,0,2
53,3,0,0,0,3
54,2,0,0,0,2
55,2,0,0,0,2
56,2,0,0,0,2
57,2,0,0,0,2
58,2,0,0,0,2
59,0,0,0,0,0
60,2,0,0,0,2
61,3,0,0,0,3
62,2,0,0,0,2
63,2,0,0,0,2
64,2,0,0,0,2
65,2,0,0,0,2
66,4,0,0,0,4
67,2,0,0,0,2
68,0,0,0,0,0
69,2,0,0,0,2
70,0,0,0,0,0
71,2,0,0,0,2
72,2,0,0,0,2
73,2,0,0,0,2
74,3,0,0,0,3
75,2,0,0,0,2
76,2,0,0,0,2
77,2,0,0,0,2
78,3,0,0,0,3
79,0,0,0,0,0
80,2,0,0,0,2
81,1,0,0,0,1
82,0,0,0,0,0
83,0,0,0,0,0
84,0,0,0,0,0
85,2,0,0,0,2
86,2,0,0,0,2
87,2,0,0,0,2
88,0,0,0,0,0
89,2,0,0,0,2
90,2,0,0,0,2
91,3,0,0,0,3
92,0,0,0,0,0
93,2,0,0,0,2
94,2,0,0,0,2
95,3,0,0,0,3
96,2,0,0,0,2
97,2,0,0,0,2
98,0,0,0,0,0
99,2,0,0,0,2
100,2,0,0,0,2
101,1,0,0,0,1
102,4,0,0,0,4
103,2,0,0,0,2
104,2,0,0,0,2
105,2,0,0,0,2
106,1,0,0,0,1
107,2,0,0,0,2
108,0,0,0,0,0
109,2,0,0,0,2
110,0,0,0,0,0
111,2,0,0,0,2
112,2,0,0,0,2
113,2,0,0,0,2
114,3,0,0,0,3
115,0,0,0,0,0
116,2,0,0,0,2
117,3,0,0,0,3
118,2,0,0,0,2
119,1,0,0,0,1
120,2,0,0,0,2
121,0,0,0,0,0
122,0,0,0,0,0
123,2,0,0,0,2
124,3,0,0,0,3
125,0,0,0,0,0
126,2,0,0,0,2
127,2,0,0,0,2
128,0,0,0,0,0
129,0,0,0,0,0
130,3,0,0,0,3
131,0,0,0,0,0
132,2,0,0,0,2
133,2,0,0,0,2
134,0,0,0,0,0
135,2,0,0,0,2
136,2,0,0,0,2
137,0,0,0,0,0
138,0,0,0,0,0
139,1,0,0,0,1
140,2,0,0,0,2
141,2,0,0,0,2
142,4,0,0,0,4
143,2,0,0,0,2
144,2,0,0,0,2
145,1,0,0,0,1
146,0,0,0,0,0
147,3,0,2,0,5
148,2,0,0,0,2
149,3,0,0,0,3
150,0,0,0,0,0
151,2,0,0,0,2
152,0,0,0,0,0
153,4,0,0,0,4
154,2,0,0,0,2
155,2,0,0,0,2
156,3,0,0,0,3
157,2,0,0,0,2
158,2,0,0,0,2
159,3,0,0,0,3
160,0,0,0,0,0
161,1,0,0,0,1
162,2,0,0,0,2
163,2,0,0,0,2
164,2,0,0,0,2
165,2,0,0,0,2
166,0,0,0,0,0
167,0,0,0,0,0
168,0,0,0,0,0
169,2,0,0,0,2
170,0,0,0,0,0
171,0,0,0,0,0
172,2,0,0,0,2
173,0,0,0,0,0
174,0,0,0,0,0
175,0,0,0,0,0
176,1,0,0,0,1
177,3,0,0,0,3
178,0,0,0,0,0
179,0,0,0,0,0
180,2,0,0,0,2
181,3,0,0,0,3
182,2,0,0,0,2
183,2,0,0,0,2
184,3,0,0,0,3
185,2,0,0,0,2
186,2,0,0,0,2
187,2,0,0,0,2
188,2,0,0,0,2
189,0,0,0,0,0
190,0,0,0,0,0
191,0,0,0,0,0
192,2,0,0,0,2
193,3,0,0,0,3
194,2,0,0,0,2
195,2,0,0,0,2
196,2,0,0,0,2
197,2,0,0,0,2
198,2,0,0,0,2
199,1,0,0,0,1
200,3,0,0,0,3
201,2,0,0,0,2
202,2,0,0,0,2
203,0,0,0,0,0
204,2,0,0,0,2
205,3,0,0,0,3
206,1,0,0,0,1
207,0,0,0,0,0
208,0,0,0,0,0
209,2,0,0,0,2
210,4,0,0,0,4
211,2,0,0,0,2
212,2,0,0,0,2
213,3,0,0,0,3
214,2,0,0,0,2
215,2,0,0,0,2
216,1,0,0,0,1
217,2,0,0,0,2
218,2,0,0,0,2
219,2,0,0,0,2
220,2,0,0,0,2
221,0,0,0,0,0
222,2,0,0,0,2
223,2,0,0,0,2
224,2,0,0,0,2
225,1,0,0,0,1
226,0,0,0,0,0
227,2,0,0,0,2
228,2,0,0,0,2
229,0,0,0,0,0
230,0,0,0,0,0
231,3,0,0,0,3
232,0,0,0,0,0
233,2,0,0,0,2
234,2,0,0,0,2
235,2,0,0,0,2
236,2,0,0,0,2
237,2,0,0,0,2
238,2,0,0,0,2
239,3,0,0,0,3
240,0,0,0,0,0
241,1,0,0,0,1
242,5,0,0,0,5
243,2,0,0,0,2
244,2,0,0,0,2
245,3,0,0,0,3
246,2,0,0,0,2
247,2,0,0,0,2
248,2,0,0,0,2
249,0,0,0,0,0
250,2,0,0,0,2
251,3,0,0,0,3
252,0,0,0,0,0
253,0,0,0,0,0
254,5,0,0,0,5
255,1,0,0,0,1
256,1,1,1,0,3
257,5,0,0,0,5
258,1,0,0,0,1
259,1,0,0,0,1
260,1,0,0,0,1
261,6,0,0,0,6
262,3,1,0,0,4
263,2,0,0,0,2
264,0,0,0,0,0
265,1,0,0,0,1
266,0,0,0,0,0
267,0,0,0,0,0
268,0,0,0,0,0
269,1,0,0,0,1
270,1,0,0,0,1
271,3,1,1,0,5
272,3,1,0,0,4
273,3,0,0,0,3
274,0,0,0,0,0
275,3,0,0,0,3
276,1,0,0,0,1
277,1,0,0,0,1
278,5,0,0,0,5
279,2,0,0,0,2
280,0,0,0,0,0
281,2,0,0,0,2
282,4,1,0,0,5
283,0,0,0,0,0
284,3,0,0,0,3
285,6,0,0,0,6
286,1,0,0,0,1
287,1,1,0,0,2
288,1,0,0,0,1
289,0,0,0,0,0
290,0,0,0,0,0
291,4,1,0,0,5
292,1,1,0,0,2
293,1,1,0,0,2
294,1,1,0,0,2
295,1,0,0,0,1
296,0,0,0,0,0
297,0,0,0,0,0
298,0,0,0,0,0
299,0,0,0,0,0
300,0,0,0,0,0
301,0,0,0,0,0
302,0,0,0,0,0
303,0,0,0,0,0
304,2,0,0,0,2
305,1,0,0,0,1
306,0,0,0,0,0
307,2,0,0,0,2
308,0,0,0,0,0
309,0,0,0,0,0
310,0,0,0,0,0
311,0,0,0,0,0
312,3,0,0,0,3
313,2,0,0,0,2
314,1,0,0,0,1
315,2,0,0,0,2
316,2,0,0,0,2
317,3,0,0,0,3
318,2,0,0,0,2
319,2,0,0,0,2
320,2,0,0,0,2
321,3,0,0,0,3
322,0,0,0,0,0
323,0,0,0,0,0
324,0,0,0,0,0
325,4,0,0,0,4
326,0,0,0,0,0
327,0,0,0,0,0
328,0,0,0,0,0
329,0,0,0,0,0
330,0,0,0,0,0
331,0,0,0,0,0
332,0,0,0,0,0
333,2,0,0,0,2
334,0,0,0,0,0
335,1,0,0,0,1
336,0,0,0,0,0
337,0,0,0,0,0
338,4,0,0,0,4
339,0,0,0,0,0
340,0,0,0,0,0
341,0,0,0,0,0
342,0,0,0,0,0
343,0,0,0,0,0
344,0,0,0,0,0
345,0,0,0,0,0
346,3,0,0,0,3
347,0,0,0,0,0
348,0,0,0,0,0
349,0,0,0,0,0
350,0,0,0,0,0
351,0,0,0,0,0
352,0,0,0,0,0
353,3,0,0,0,3
354,2,0,0,0,2
355,0,0,0,0,0
356,0,0,0,0,0
357,0,0,0,0,0
358,0,0,0,0,0
359,0,0,0,0,0
360,0,0,0,0,0
361,0,0,0,0,0
362,0,0,0,0,0
363,0,0,0,0,0
364,0,0,0,0,0
365,0,0,0,0,0
366,2,0,0,0,2
367,10,0,1,0,11
368,4,0,1,0,5
369,2,0,0,0,2
370,1,0,0,0,1
371,3,0,0,0,3
372,0,0,0,0,0
373,3,0,0,0,3
374,1,0,0,0,1
375,0,0,0,0,0
376,4,0,1,0,5
377,0,0,0,0,0
378,0,0,1,0,1
379,3,0,2,0,5
380,0,0,0,0,0
