,0,1,2,3,4
0,0,0,0,0,0
1,3,0,0,0,3
2,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
5,0,0,0,0,0
6,2,1,0,0,3
7,2,1,0,0,3
8,3,1,0,0,4
9,1,0,0,0,1
10,9,0,0,1,10
11,2,0,0,0,2
12,0,0,0,0,0
13,3,0,0,0,3
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,0,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,0,0,0
31,1,0,0,0,1
32,3,0,0,0,3
33,2,0,0,0,2
34,0,0,0,0,0
35,1,0,0,0,1
36,0,0,0,0,0
37,3,0,0,0,3
38,2,0,0,0,2
39,2,0,0,0,2
40,3,0,0,0,3
41,2,0,0,0,2
42,2,0,0,0,2
43,2,0,0,0,2
44,2,0,0,0,2
45,2,0,0,0,2
46,2,0,0,0,2
47,2,0,0,0,2
48,1,0,0,0,1
49,2,0,0,0,2
50,2,0,0,0,2
51,0,0,0,0,0
52,0,0,0,0,0
53,1,0,0,0,1
54,0,0,0,0,0
55,0,0,0,0,0
56,1,0,0,0,1
57,0,0,0,0,0
58,0,0,0,0,0
59,0,0,0,0,0
60,1,0,0,0,1
61,1,0,0,0,1
62,3,0,0,0,3
63,1,0,0,0,1
64,3,0,0,0,3
65,1,0,0,0,1
66,3,0,0,0,3
67,1,0,0,0,1
68,2,0,0,0,2
69,2,0,0,0,2
70,2,0,0,0,2
71,2,0,0,0,2
72,2,0,0,0,2
73,1,0,0,0,1
74,0,0,0,0,0
75,2,1,0,0,3
76,0,0,0,0,0
77,0,0,0,0,0
78,4,0,0,0,4
79,0,0,0,0,0
80,0,0,0,0,0
81,2,0,0,0,2
82,4,0,0,0,4
83,2,0,0,0,2
84,3,0,0,0,3
85,2,0,0,0,2
86,3,0,0,0,3
87,3,0,0,0,3
88,2,0,0,0,2
89,0,0,0,0,0
90,0,0,0,0,0
91,0,0,0,0,0
92,0,0,0,0,0
