user_id,item_id
18382879,129504086
135378246,379249019
31182685,73233753
42096946,395074329
20231406,352931589
45629939,184931760
317091,326108663
136757115,244586231
44691722,31258704
11366706,233101284
103823974,287907105
102681517,188563767
62969888,84141319
48362340,207293773
39759851,16008761
109737327,150724185
26412532,357375905
136592694,101452525
12350817,208604907
116159885,384236071
37100390,399051184
113010458,86463202
130797629,43125253
6357161,372332367
20462589,49483732
49221063,39475027
63623282,244553557
130797629,187633154
10820115,230857279
2048794,349017358
14083845,123509275
104876086,202040533
128441868,276316706
19950899,84853331
142014633,13781372
56993964,308089680
25438534,298471056
2854798,268766964
42096946,306706132
28557548,10963574
120305341,143215991
3320605,215243753
2961442,351334128
43205692,378730350
123791447,25289878
50845861,398684530
35482754,307600160
56818905,192196843
107447408,328689347
24273163,8851276
136903092,27791500
21624663,134514561
58399743,217054155
39329021,383830351
50805790,127342263
135894801,233678245
120430102,238390216
105679988,109342854
130797629,133801038
530238,165455096
54041681,278129435
48362340,118448109
142014633,392406846
135567210,23384815
11436462,154454692
136286592,377941675
26412532,319618270
105805055,354115553
46729748,400840831
122132057,154516935
36375425,285705316
25286173,330209848
135567210,369396275
120306985,269081751
39329021,206358562
56818905,125153280
5865371,258512120
135567210,56262444
115537643,357213564
42096946,386923481
130797629,350606029
42096946,120214329
132626507,248015661
54041681,241195323
121883405,274749242
130205933,94874554
36901706,249403056
111413851,330637138
121923944,80225661
5683394,87433281
33253837,311262304
65095287,71257284
26412532,269767436
43205692,187708707
130507850,264647139
56269254,161850979
18176035,282958866
134116374,310599523
110946571,147950706
132626507,183562502
121262927,242850512
18488008,382134731
17562880,173137793
29201000,82160787
107447408,403434589
48674940,312219367
135567210,346516809
136286592,222767568
100724935,289562674
5369231,373402037
42793246,332975970
36639152,188829201
103823974,276596024
23688622,5336733
28557548,165389853
121883405,349199984
42096946,347300442
111311287,344702101
12405354,333866038
134116374,174227711
4209449,69692737
user_id,item_id
115537643,272990629
135378246,372797306
138961180,243088323
39329021,179222099
5708087,298172271
112631605,206607870
19950899,214033234
42096946,70772681
135378246,218735110
131395085,321599479
43205692,239345359
18856090,377362284
57380691,303002557
135567210,216916207
122645273,33222349
127367034,203474800
2854798,192885971
43205692,290460337
134116374,242125236
5369231,394658338
36375425,74196434
2854798,183548496
103582819,104794920
104550352,167226076
12506484,317247542
25068286,294122948
32679361,135707416
17562880,367985636
111793402,194109891
112647019,57221835
115537643,349595589
34792318,359916772
136286592,159396014
43205692,311213714
48967362,68940123
136286592,282093572
109016093,398105124
56818905,382993678
135567210,286681441
115537643,391425064
17562880,392337274
317091,256677806
40528453,112501186
23579299,190856333
140892989,346234000
129887427,97725387
161481,207011999
35520386,184803032
119178861,111615598
26412532,305683204
11366706,314994124
130797629,387630320
115537643,103011981
116523407,360817002
120305341,321551445
105906755,63840223
29747300,45438112
115537643,244354451
