user_id,item_id
20629176,161893703
24435637,209722199
115782971,231967152
29396660,167970795
120636580,302118304
117689099,165046098
133833968,43228223
111609931,351813226
108349460,306593138
114686525,281430141
124853693,257202248
104558731,100962653
135347670,323916073
29396660,404385558
43259809,35124424
4419902,225192953
126376929,58325711
6401657,217244793
190518,318168265
104068372,83852367
105374945,129646537
10650588,352008414
105258653,216915805
21350424,181934301
49509918,70338519
33382018,274230363
63353432,202609298
105258653,30392527
119934054,292693699
100714423,194950011
28115180,299051005
6525359,658439
138868201,17093827
111402076,297989668
126376929,52728742
137640381,266260140
15459124,69195600
55988786,352441991
119934054,376887808
138404221,322989669
40857925,313488886
135347670,144410340
42853003,148612747
126376929,111219479
137334222,373711636
59556336,108821502
29396660,399305970
34710466,43724998
59556336,297576124
18870787,328753435
111613774,381177419
57817641,159924395
1999096,321602778
23730268,214958914
141511889,354653186
21100698,17930069
121857893,366903444
18488008,382134731
19258427,336636202
11020158,1341150
133629062,146222424
62096384,330109560
10345350,103412949
59556336,313792329
5369231,181776844
119571135,111960663
19258427,169642296
20629176,43116505
45850880,335266981
4412198,16919167
20629176,341440312
62677190,51341142
50886778,320313798
135378246,167349742
5369231,160830027
186960,178654862
100923841,81296097
20752626,259735746
117909654,360728823
17562880,106949192
3590671,125627837
140619032,323977647
43294132,190872716
20629176,358007742
61750058,118357582
16266511,48049384
10714335,319116647
44933096,34136290
133833968,337914580
19258427,68020949
63133265,389542251
40496944,36186203
64435083,186970189
126770922,66536409
120471076,270869673
103507702,61799175
40940335,72502057
129970293,149270318
16694491,25796160
3976732,279594355
106579874,173558663
23666668,17043668
20629176,334266126
20629176,82854207
124746041,192750610
10345350,359467944
33382018,207400678
39267725,98153571
47167523,185127678
58399743,399072219
10345350,7275644
4209449,16429504
56852136,344964894
49735239,194868504
131898131,394256458
114880178,162974261
4419902,6338812
107086484,289903280
32079118,261816483
129398502,282776421
27576035,363403549
50498755,379101096
117848652,394283271
24435637,155291627
104452576,32074528
54267320,294923610
10231590,41500607
51318043,53310913
139379200,145313873
55598654,181031244
142242063,31525916
108049880,380118832
105914987,328373977
135378246,133073301
103507702,236686096
27201955,22785878
19573682,340551455
39092792,62411839
125523014,276180610
41995753,43080451
122836499,74277029
121848569,3700188
135378246,154200932
3740182,294320115
108714854,166260246
53627342,118290747
122695286,191741873
39880280,70875968
44110985,194296180
141957980,146131193
128300667,240970551
20629176,326485402
12868299,266542096
30289386,402427291
118011108,203244385
44494127,287652087
64151780,50983705
104575660,337907320
19258427,51328625
26882464,108487794
30289386,17852371
24211879,380607102
41298028,5597634
22748289,56005171
19258427,271176621
46534133,303056552
24211879,308285060
101359807,334694999
6224192,239427684
121857893,248019951
59556336,117949297
52793780,152238365
11851299,254573020
51832847,72305422
132506852,303332989
105990569,256718080
124866722,25020635
29396660,270738953
135378246,19299621
19258427,25053039
18366415,158016913
59556336,49236442
32795881,277188266
10345350,115935572
10345350,21136270
3959461,214103247
42616192,235827727
119377710,48156648
123431513,52117756
128008896,50221741
60489965,337446577
39865403,170917629
121986074,129102256
32079118,232266720
113640203,79742468
59556336,120036589
127834821,44339026
44562971,368592300
64974210,196805891
19325000,267778324
18556054,263994525
59556336,238512797
109337960,204675467
24704413,60809795
118351614,100781013
22968433,187339942
47954774,356198450
59888211,202011901
127916115,159415655
27108064,172416403
26603188,382460827
10345350,199382805
34855657,229535659
52240037,139980364
62844941,47909770
107609597,26362239
39865403,206791641
103351351,16011444
2351314,398778964
112896793,331368501
139379200,307206102
14787409,393323661
110068303,171339320
24213988,142771017
56962533,267184992
3434650,184331462
62457308,56833199
113694890,204815726
20629176,158544258
56174019,371475773
135378246,154370452
41477659,208912700
110129533,61880544
53283860,325751912
63004058,235039955
27275005,302724137
111676246,201825664
54266285,290328510
11525370,278029550
29122490,164843586
42966754,193903465
24360304,126632253
24213988,393338210
48790890,363996593
53255783,295681620
138355293,179966479
42288637,377105156
133911876,183385466
39865403,256929401
59704137,112895663
5603765,204889130
11020158,134357230
126113736,232039141
141461237,87641987
14634294,285230941
105718427,207967695
59556336,121943125
59860956,171803308
35274052,196245419
29138075,44113353
23452243,333347941
32928007,143925635
38195252,224124349
30539523,54565633
3075550,145703082
129343863,103859188
20395236,320719780
139018402,164793151
108049880,226835297
62096384,143933423
50142094,69597321
24211879,53454348
20085543,71773314
139250074,55494873
35274052,298525768
3075550,337659933
59401602,308424280
5052974,314824350
127916115,365029839
21350424,384961035
18870787,315959184
137935026,68677355
22797661,381723322
119934054,334401883
107086484,360291149
126934137,359357781
40824670,307989771
14047194,361944605
20629176,83664243
135944085,196733327
111609304,186732624
58874337,97683931
53403128,51389682
27201955,387843386
24298813,231077744
15535972,67620950
121847381,165460611
23666668,26609793
5086352,62900079
57887100,295662697
39028178,298346898
59556336,105940372
120589681,184333179
60400370,43934318
5369231,49906889
140763800,174706364
132959627,147517485
19258427,247050653
42985336,15376152
26618554,333656364
133833968,147402079
10258551,98524247
123327614,348740196
58153650,235415531
50936023,339689591
138062871,264226521
30020265,286512668
17776678,197257428
111089944,219425132
52518095,247707258
29138075,219023208
104900356,45653471
53692517,27294700
45629939,182487502
50688964,344097280
13114965,310699599
20629176,49949464
11229381,231006925
63004058,322440502
141461237,154480491
61750058,67897568
135378246,335006730
11105622,76787566
34710466,343189830
32079118,183747469
110269699,246340273
38195252,61502356
114880178,374399228
130838234,321433459
125523014,398796017
103713976,27064381
55988786,360145433
139500211,197835125
118630104,135060494
42853003,236237165
125503796,100043129
64865628,162480999
4711160,211773255
10345350,308109146
30539523,354318039
106586006,305488531
44494127,356032923
4412198,129816552
25390813,318084739
117955677,283061782
3740182,87970728
135378246,400701289
64435083,99866135
23927611,206408069
29396660,62536729
59556336,379674397
113694890,400500608
108556142,125030404
28847414,266385574
50498755,177808721
109775118,249518543
12675363,65359931
105258653,310760511
14047194,306704936
135200142,384603544
53667812,89268256
61283696,376927724
140285492,307601567
29396660,399786339
130675466,67530274
13036407,67000238
127720263,181055496
19258427,206860370
108809804,93935980
32358007,148364957
51643160,92804242
11159625,186653415
29138075,234132802
60910328,151953860
31298554,308641860
119934054,268475417
119934054,127833978
125523014,220512318
122836499,296962803
54827588,293432540
111801475,388041133
128838165,299434539
125717270,385940574
140342846,349986601
26888107,333033410
128167605,56320584
103351351,325163605
33259765,324966199
141511889,119249042
19258427,228890059
34602976,173584108
31811749,64617505
5369231,18311946
23730268,344378670
18870787,197301277
14477796,171078321
59556336,165824978
18506611,19029660
10345350,176202352
120471076,20955272
34452439,370143291
20627865,19050506
137640381,205571401
126376929,220903478
20629176,172956822
135894801,131604562
14787409,9583442
124902872,313099511
6302636,328117378
50990278,322340206
55988786,98795705
141020627,152053801
138902812,114261029
138709606,386751326
3638392,70024971
39042380,122218581
29138075,244033004
50142094,167657816
54057266,52601688
52989290,249764144
30539523,402741828
15033334,106319153
25236160,303605711
20629176,295074811
48154965,253056437
27275005,43774322
50498755,159115708
59556336,202028899
30324405,282729651
48790890,380946421
51318043,194130813
19258427,53716649
109871412,376193680
24273163,397638383
48790890,127761372
112816936,245639855
14202153,83880495
105315608,56470697
20629176,302880872
16830811,81831624
38195252,257664445
