user_id,item_id
18382879,129504086
31182685,73233753
42096946,395074329
20231406,352931589
45629939,184931760
317091,326108663
136757115,244586231
103582819,190639367
44691722,31258704
11366706,233101284
102681517,188563767
48362340,207293773
39759851,16008761
109737327,150724185
26412532,357375905
136592694,101452525
29194001,351601141
12350817,208604907
116159885,384236071
37100390,399051184
113010458,86463202
130797629,43125253
6357161,372332367
20462589,49483732
49221063,39475027
130797629,187633154
127414902,141412895
2048794,349017358
14083845,123509275
104876086,202040533
128441868,276316706
19950899,84853331
56993964,308089680
25438534,298471056
42096946,403867251
28557548,10963574
120305341,143215991
3320605,215243753
2961442,351334128
43205692,378730350
123791447,25289878
50845861,398684530
35482754,307600160
56818905,192196843
107447408,328689347
24273163,8851276
136903092,27791500
58399743,217054155
39329021,383830351
50805790,127342263
120430102,238390216
23246977,74146639
105679988,109342854
136286592,51472776
130797629,133801038
530238,165455096
48362340,118448109
142014633,392406846
135567210,23384815
11436462,154454692
136286592,377941675
26412532,319618270
105805055,354115553
46729748,400840831
36375425,285705316
25286173,330209848
112201231,305849282
120306985,269081751
39329021,206358562
56818905,125153280
116340014,54198076
135567210,56262444
115537643,357213564
42096946,386923481
130797629,350606029
42096946,120214329
54041681,241195323
136286592,232886648
130205933,94874554
36901706,249403056
121923944,80225661
5683394,87433281
33253837,311262304
65095287,71257284
26412532,269767436
105906755,63840223
130507850,264647139
18176035,282958866
134116374,310599523
110946571,147950706
121262927,242850512
18488008,382134731
17562880,173137793
42096946,192410537
107447408,403434589
48674940,312219367
136286592,222767568
42793246,332975970
36639152,188829201
35520386,281214205
23688622,5336733
28557548,165389853
23579299,148430748
42096946,347300442
111311287,344702101
12405354,333866038
134116374,174227711
115537643,272990629
135378246,372797306
138961180,243088323
39329021,179222099
5708087,298172271
112631605,206607870
19950899,214033234
42096946,70772681
135378246,218735110
131395085,321599479
43205692,239345359
18856090,377362284
57380691,303002557
122645273,33222349
135944085,288901291
43205692,290460337
134116374,242125236
5369231,394658338
36375425,74196434
2854798,183548496
104550352,167226076
12506484,317247542
25068286,294122948
29747300,139138580
32679361,135707416
17562880,367985636
111793402,194109891
112647019,57221835
115537643,349595589
136286592,159396014
43205692,311213714
48967362,68940123
136286592,282093572
56818905,382993678
135567210,286681441
29201000,82160787
17562880,392337274
317091,256677806
40528453,112501186
23579299,190856333
140892989,346234000
129887427,97725387
161481,207011999
35520386,184803032
119178861,111615598
26412532,305683204
11366706,314994124
130797629,387630320
115537643,103011981
116523407,360817002
39329021,167169765
29747300,45438112
115537643,244354451
54041681,146662167
6357161,32243732
2961442,267909918
25286173,160598516
16476718,11672291
116340014,355845192
60064811,283504687
114099881,342049652
116523407,119930041
104900356,108771067
136948968,140883116
32384032,319984203
60268781,156990255
124956647,321594892
120305341,98445367
18959614,61535141
17562880,375360011
20231406,286026539
116340014,117719102
59472933,115152156
38974214,322550392
121883405,349199984
47688515,183873984
44142824,280668731
61875821,117407376
46729748,121219488
54041681,380792122
39329021,328376598
61432703,221058293
31510981,97623200
18488008,163689973
139834975,224610957
61432703,222415521
132626507,297242296
134116374,56943774
35520386,327479309
25286173,278155255
122630648,334485827
132541898,342241097
135235563,81392053
55476491,184752983
24360931,258592838
20056050,230957234
138961180,300455857
5525891,3920363
116159885,167266859
135378246,133073301
138487774,282632922
120305341,127861086
136286592,341533485
49060518,337360920
50142094,99521373
4957823,204764748
112141018,33069267
138961180,5034127
20612499,115992351
3320605,305586968
135378246,154200932
120305341,286385973
54041681,154726
17219776,128702084
39329021,211482582
136286592,115214235
51813809,118729930
42096946,35946273
13773861,121716939
115537643,246166063
40528453,66985938
120305341,189099117
130797629,92210758
447828,206016051
20612499,336941305
104550352,83931547
115537643,268626892
26037919,83998781
141227570,263152606
5369231,172143549
130205933,373899764
61432703,215191302
23730268,237583921
135200142,127213733
20231406,101153891
27435290,241093016
1591612,36907872
136286592,91500364
48195330,215402213
23749054,299809379
126376929,17887584
49060518,309632381
23730268,369154105
122802170,153433816
16476718,393141589
135378246,335006730
60196916,64007538
40528453,319719400
128008896,137318721
23213836,193725501
46312028,5868986
26412532,267394734
17562880,230261439
17171257,218880040
20501826,344294537
36656480,63093626
64151780,137377762
130979492,211722381
36193619,209034921
