,0,1
0,100002985,147599246
1,100002985,182139352
2,100002985,208812389
3,100002985,289827876
4,100002985,52222250
5,10001082,275221686
6,100040149,165909061
7,100040149,167461966
8,100040149,366547963
9,100040149,70449854
10,100045402,370457527
11,100053292,11817952
12,100053292,330514618
13,100076491,28462638
14,100135156,175512250
15,100135156,277782556
16,100135783,100231517
17,100135783,104390410
18,100135783,106900876
19,100135783,129671254
20,100135783,138249700
21,100135783,149865571
22,100135783,174317790
23,100135783,182674415
24,100135783,185265441
25,100135783,219752854
26,100135783,2317335
27,100135783,245023378
28,100135783,284931923
29,100135783,318316309
30,100135783,345367768
31,100135783,366091652
32,100135783,376521263
33,100135783,400188221
34,10015926,109122228
35,10015926,128850072
36,10015926,130076561
37,10015926,142779139
38,10015926,164544258
39,10015926,174322323
40,10015926,193268228
41,10015926,21286357
42,10015926,261711052
43,10015926,316957378
44,10015926,367852236
45,10015926,374584482
46,10015926,393008647
47,10015926,71909782
48,10015926,84097493
49,10015926,93016320
50,100171465,102147465
51,100171465,104113297
52,100171465,104246222
53,100171465,127744564
54,100171465,141364366
55,100171465,158132346
56,100171465,162181292
57,100171465,164036175
58,100171465,16773080
59,100171465,171651968
60,100171465,17288783
61,100171465,183023009
62,100171465,225753512
63,100171465,243968173
64,100171465,248804613
65,100171465,282381791
66,100171465,29857043
67,100171465,333543894
68,100171465,354701204
69,100171465,358795720
70,100171465,363914963
71,100171465,367173135
72,100171465,369918126
73,100171465,379568787
74,100171465,379894717
75,100171465,384787086
76,100171465,38554060
77,100171465,389242167
78,100171465,392749784
79,100171465,396268398
80,100171465,43301915
81,100171465,54269047
82,100171465,59196642
83,100171465,62766265
84,100171465,65842371
85,100171465,66969049
86,100171465,96352629
87,100171465,9764933
88,100183687,112266519
89,100183687,130614898
90,100183687,156394710
91,100183687,179868078
92,100183687,180382928
93,100183687,306593949
94,100183687,321646366
95,100183687,332351502
96,100183687,335309109
97,100183687,381928831
98,100183687,79605749
99,100183687,82696595
100,100183687,98572065
101,100184380,134038167
102,100184380,212881404
103,100184380,240563668
104,100184380,255098045
105,100184380,256259073
106,100184380,262902110
107,100184380,349069168
108,100184380,363816806
109,100184380,370960271
110,100184380,386120298
111,100184380,39714795
112,100184380,98113284
113,100212013,256506746
114,100212013,340991059
115,100221889,28838297
116,100221889,330610599
117,100221889,332139854
118,100221889,57474847
119,100226515,104202558
120,100226515,136304540
121,100226515,137769965
122,100226515,14587255
123,100226515,15243334
124,100226515,157589114
125,100226515,170712325
126,100226515,183140967
127,100226515,195287458
128,100226515,207188539
129,100226515,21900518
130,100226515,21964060
131,100226515,226203314
132,100226515,233590483
133,100226515,240183755
134,100226515,242461314
135,100226515,247100905
136,100226515,250781249
137,100226515,260210381
138,100226515,266042772
139,100226515,267045456
140,100226515,270613459
141,100226515,279270014
142,100226515,285140066
143,100226515,285949544
144,100226515,292457146
145,100226515,323575240
146,100226515,330966172
147,100226515,335791803
148,100226515,339055933
149,100226515,356884142
150,100226515,36939135
151,100226515,383472921
152,100226515,386288949
153,100226515,390442810
154,100226515,394244040
155,100226515,39681457
156,100226515,42491395
157,100226515,45412346
158,100226515,48317538
159,100226515,50816813
160,100226515,53732684
161,100226515,60876166
162,100226515,78218517
163,100226515,79624687
164,100226515,81872159
165,100226515,95766696
166,100226515,9816288
167,100234519,13055617
168,100234519,232973915
169,100234519,260802324
170,100234519,267867461
171,100234519,287511152
172,100234519,289446467
173,100234519,315753470
174,100234519,342844659
175,100234519,348031750
176,100234519,393503749
177,100234519,45027829
178,100234519,66440021
179,100253557,211268507
180,100253557,26808411
181,100260715,10563085
182,100260715,106178259
183,100260715,129834592
184,100260715,131736199
185,100260715,136328778
186,100260715,139296294
187,100260715,143149727
188,100260715,150637940
189,100260715,152731187
190,100260715,152770238
191,100260715,176013678
192,100260715,181915234
193,100260715,182670709
