,0,1,2,3
0,2,0,0,0
1,2,0,0,0
2,2,0,0,0
3,2,0,0,0
4,2,0,0,0
5,2,0,0,0
6,2,0,0,0
7,3,0,0,0
8,4,0,0,0
9,3,0,0,0
10,2,0,0,0
11,2,1,0,0
12,7,0,0,0
13,2,0,0,0
14,1,0,0,0
15,2,0,0,0
16,3,0,0,0
17,3,0,0,0
18,1,0,0,0
19,2,0,0,0
20,3,0,0,0
21,3,0,0,0
22,2,0,0,0
23,3,0,0,0
24,2,0,0,0
25,2,0,0,0
26,2,0,0,0
27,2,1,0,0
28,2,0,0,0
29,2,0,0,0
30,2,1,0,0
31,3,0,0,0
32,2,0,0,0
33,3,0,0,0
34,1,0,0,0
35,3,1,0,0
36,2,0,0,0
37,3,0,0,0
38,2,0,0,0
39,2,0,0,0
40,1,0,0,0
41,1,0,0,0
42,3,0,0,0
43,1,0,0,0
44,1,0,0,0
45,1,0,0,0
46,0,0,1,0
47,1,0,0,0
48,2,0,0,0
49,1,0,0,0
50,2,0,1,0
51,2,0,0,0
52,2,0,0,0
53,1,0,0,0
54,5,0,2,0
55,1,0,0,0
56,1,0,0,0
57,3,0,0,0
58,1,0,0,0
59,1,0,0,0
60,4,0,0,0
61,2,0,0,0
62,3,0,0,0
63,4,0,0,0
64,1,0,0,0
65,2,0,0,0
66,4,0,0,0
67,1,0,0,0
68,1,0,0,0
69,1,0,1,0
70,1,0,0,0
71,1,0,0,0
72,1,0,1,0
73,3,0,0,0
74,1,0,0,0
75,1,0,0,0
76,3,0,0,0
77,1,0,0,0
78,0,0,1,0
79,1,0,0,0
80,2,0,0,0
81,1,0,0,0
82,1,0,0,0
83,2,0,1,0
84,6,0,1,0
85,1,0,0,0
86,3,0,0,0
87,4,0,0,0
88,3,0,0,0
89,2,0,0,0
90,1,0,0,0
91,4,0,0,0
92,3,0,0,0
93,2,0,0,0
94,2,0,0,0
95,1,0,0,0
96,3,0,0,0
97,2,0,0,0
98,2,0,0,0
99,1,0,0,0
100,1,0,0,0
101,3,0,0,0
102,2,0,0,0
103,3,0,0,0
104,3,0,0,0
105,2,0,0,0
106,1,0,0,0
107,1,0,0,0
108,2,0,0,0
109,3,0,0,0
110,1,0,0,0
111,1,0,0,0
112,3,0,0,0
113,2,0,0,0
114,2,0,0,0
115,2,0,0,0
116,3,0,0,0
117,2,0,0,0
118,3,0,0,0
119,3,0,0,0
120,2,0,0,0
121,2,0,0,0
122,2,0,0,0
123,2,0,0,0
124,1,0,0,0
125,2,0,0,0
126,3,0,0,0
127,2,0,0,0
128,2,0,0,0
129,2,0,0,0
130,2,0,0,0
131,1,0,0,0
132,2,0,0,0
133,1,0,0,0
134,1,0,0,0
135,2,0,0,0
136,2,0,1,0
137,1,0,0,0
138,1,0,0,0
139,1,0,0,0
140,5,0,0,0
141,3,1,0,1
142,1,0,0,0
143,3,0,0,0
144,4,0,0,0
145,2,0,0,0
146,1,0,0,0
147,2,0,1,1
148,1,0,0,0
149,2,0,0,0
150,2,0,0,0
151,2,0,0,0
152,7,0,0,1
153,2,0,0,0
154,1,0,0,0
155,6,0,0,0
156,1,0,0,0
157,2,0,0,0
158,1,0,0,0
159,1,0,0,0
160,5,0,0,0
161,1,0,0,0
162,2,0,0,0
163,4,0,0,0
164,2,0,0,0
165,1,0,1,0
166,3,0,0,0
167,9,0,0,1
168,1,0,0,0
169,1,0,0,0
170,1,0,0,0
171,2,0,0,0
172,1,0,0,0
173,2,0,0,0
174,1,0,0,0
175,2,0,0,0
176,2,0,0,0
177,2,0,0,0
178,2,0,0,0
179,7,0,0,1
180,1,1,0,0
181,3,0,0,0
182,1,0,1,0
183,1,0,0,0
184,1,0,0,0
185,3,0,0,0
186,1,0,0,0
187,1,0,0,0
188,1,0,0,0
189,1,0,0,0
190,3,0,0,0
191,3,0,0,0
192,2,0,0,0
193,6,0,0,0
194,3,0,0,0
195,2,0,0,0
196,4,0,0,0
197,2,0,0,0
198,5,0,0,0
199,5,0,0,0
200,7,0,0,0
201,4,0,0,0
202,2,0,0,0
203,1,0,0,0
204,2,0,0,0
205,4,0,0,0
206,1,0,0,0
207,2,0,0,0
208,2,0,0,0
209,2,0,0,0
210,2,0,0,0
211,1,0,1,0
212,3,1,0,0
213,2,0,0,0
214,2,0,0,0
215,1,0,0,0
216,2,0,0,0
217,2,0,0,0
218,2,0,0,0
219,2,0,0,0
220,2,0,0,0
221,2,0,0,0
222,2,0,0,0
223,3,0,0,0
224,2,0,0,0
225,2,0,0,0
226,3,0,0,0
227,1,0,0,0
228,2,0,0,0
229,2,0,0,0
230,2,0,0,0
231,2,0,0,0
232,1,0,0,0
233,2,0,0,0
234,2,0,0,0
235,2,0,0,0
236,2,0,0,0
237,2,0,0,0
238,2,0,0,0
239,2,0,0,0
240,2,0,0,0
241,2,0,0,0
242,2,0,0,0
243,2,0,0,0
244,2,0,0,0
245,2,0,0,0
246,2,0,0,0
247,2,0,0,0
248,2,0,0,0
249,2,0,0,0
250,2,0,0,0
251,3,0,0,0
252,2,0,0,0
253,3,0,0,0
254,2,0,0,0
255,4,0,0,0
256,1,0,0,0
257,2,0,0,0
258,1,0,0,0
259,2,0,0,0
260,2,0,0,0
261,2,0,0,0
262,9,0,0,1
263,2,0,0,0
264,2,0,0,0
265,1,0,0,0
